vehicle_id,date,mileage_km,cumulative_mileage_km,engine_hours,load_percentage,route_severity_score,route_severity_label,fault_count,fault_severity_score,operating_stress_index,days_since_last_service,last_service_mileage_km,service_type_last,breakdown_occurred,breakdown_type,data_quality_flag,scenario_tag
VH-036,2024-09-17,187.93,48655.04,13.73,45.46,2.74,Low,2.0,4.06,3.01,19.0,44896.47,MINOR,0,,,NORMAL
VH-036,2024-09-18,174.61,48829.64,16.39,78.48,3.26,Low,1.0,2.36,3.52,20.0,44896.47,MINOR,0,,,NORMAL
VH-036,2024-09-19,162.14,48991.78,11.67,52.68,2.94,Low,4.0,2.77,6.39,21.0,44896.47,MINOR,0,,,NORMAL
VH-036,2024-09-20,206.46,49198.24,13.66,84.11,5.3,Medium,0.0,0.0,5.93,22.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-21,189.14,49387.38,12.97,77.95,2.68,Low,0.0,0.0,5.93,1.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-22,209.59,49596.97,16.46,68.72,4.47,Medium,0.0,0.0,6.47,2.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-23,180.37,49777.33,17.9,70.98,4.99,Medium,0.0,0.0,3.47,3.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-24,214.74,49992.07,11.31,56.44,7.89,High,0.0,0.0,8.43,4.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-25,182.44,50174.51,10.27,40.6,2.59,Low,1.0,1.37,4.03,5.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-26,165.52,50340.04,16.94,,3.41,Medium,1.0,4.54,4.4,6.0,49198.24,EMERGENCY,0,,"MISSING_LOAD,DUPLICATE_RECORD",NORMAL
VH-036,2024-09-27,138.41,50478.44,11.28,68.08,2.66,Low,0.0,0.0,6.92,7.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-28,167.56,50646.0,11.13,53.27,1.52,Low,1.0,6.66,3.72,8.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-29,185.78,50831.78,11.45,48.2,2.39,Low,2.0,3.39,6.22,9.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-09-30,131.53,50963.31,13.47,67.71,0.84,Low,0.0,0.0,6.68,10.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-10-01,188.0,51151.31,19.37,70.23,1.38,Low,0.0,0.0,6.48,11.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-10-02,236.08,51387.39,15.06,52.05,2.98,Low,1.0,1.92,3.51,12.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-10-03,137.1,51524.49,15.56,58.54,3.54,Medium,0.0,0.0,5.86,13.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-10-04,232.8,51757.28,13.3,44.12,7.39,High,1.0,5.44,6.58,14.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-10-05,179.55,51936.83,12.69,,4.53,Medium,2.0,3.58,5.18,15.0,49198.24,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-036,2024-10-06,155.76,52092.58,19.12,80.86,7.53,High,2.0,6.85,5.13,16.0,49198.24,EMERGENCY,0,,,NORMAL
VH-036,2024-10-07,275.74,52368.32,13.76,79.41,3.93,Medium,0.0,0.0,4.72,17.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-08,159.11,52527.43,11.22,84.05,2.8,Low,1.0,6.26,3.96,1.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-09,188.87,52716.3,15.22,46.29,3.49,Medium,0.0,0.0,2.1,2.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-10,154.97,52871.27,12.9,70.33,0.22,Low,1.0,4.02,4.83,3.0,52368.32,EMERGENCY,0,,DUPLICATE_RECORD,NORMAL
VH-036,2024-10-11,183.63,53054.9,16.21,71.1,7.2,High,2.0,5.41,6.74,4.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-12,193.09,53247.99,12.14,54.14,1.29,Low,1.0,0.48,1.55,5.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-13,163.38,53411.37,13.49,53.64,4.19,Medium,1.0,7.62,5.09,6.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-14,175.01,53586.39,16.02,,2.38,Low,1.0,5.84,5.31,7.0,52368.32,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-036,2024-10-15,183.37,53769.76,15.93,41.46,3.83,Medium,1.0,3.78,6.26,8.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-16,231.38,54001.14,21.08,71.95,1.48,Low,2.0,4.52,2.13,9.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-17,179.8,54180.94,15.18,68.89,6.16,Medium,0.0,0.0,5.32,10.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-18,227.08,54408.02,17.62,87.8,4.69,Medium,1.0,4.81,2.29,11.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-19,220.11,54628.13,13.2,71.51,2.34,Low,1.0,4.54,5.27,12.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-20,173.11,54801.24,,75.52,5.03,Medium,1.0,4.36,3.78,13.0,52368.32,EMERGENCY,1,BRAKE,MISSING_ENGINE_HOURS,NORMAL
VH-036,2024-10-21,222.22,55023.46,12.74,68.89,8.05,High,0.0,0.0,6.89,14.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-22,177.82,55201.27,17.4,91.34,4.87,Medium,0.0,0.0,6.02,15.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-23,178.55,55379.83,14.44,78.7,4.05,Medium,0.0,0.0,5.53,16.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-24,187.31,55567.13,16.31,76.24,3.27,Low,1.0,4.56,2.52,17.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-25,202.4,55769.53,21.11,77.79,6.95,High,1.0,5.76,4.77,18.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-26,154.06,55923.6,14.06,45.97,3.45,Medium,0.0,0.0,8.24,19.0,52368.32,EMERGENCY,0,,,NORMAL
VH-036,2024-10-27,121.31,56044.9,15.69,72.72,5.51,Medium,1.0,7.12,5.18,20.0,52368.32,EMERGENCY,0,,,DISRUPTION
VH-036,2024-10-28,183.83,55797.409197334695,23.75,100.0,5.87,Medium,,5.06,5.93,21.0,52368.32,EMERGENCY,0,,"INVALID_MILEAGE,MISSING_FAULT_INFO",DISRUPTION
VH-036,2024-10-29,123.65,56352.39,16.46,72.53,9.92,Extreme,1.0,7.68,8.35,22.0,52368.32,EMERGENCY,0,,,DISRUPTION
VH-036,2024-10-30,142.8,56495.19,18.38,92.44,7.85,High,2.0,6.64,8.19,23.0,52368.32,EMERGENCY,1,ENGINE,,DISRUPTION
VH-036,2024-10-31,143.61,56638.8,16.91,87.38,5.6,Medium,4.0,6.05,2.76,24.0,52368.32,EMERGENCY,1,ENGINE,,DISRUPTION
VH-036,2024-11-01,145.83,56784.63,18.05,90.74,7.19,High,4.0,5.46,5.18,25.0,52368.32,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-02,122.59,56907.21,24.0,77.91,9.39,High,2.0,4.57,4.02,26.0,52368.32,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-03,68.52,56975.74,,78.56,5.94,Medium,3.0,5.43,4.91,27.0,52368.32,EMERGENCY,0,,MISSING_ENGINE_HOURS,DISRUPTION
VH-036,2024-11-04,169.45,57145.19,16.28,89.25,6.45,Medium,4.0,6.76,5.18,28.0,52368.32,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-05,97.68,57242.87,16.19,95.89,5.75,Medium,5.0,6.96,4.09,29.0,52368.32,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-06,144.31,57387.18,20.24,63.63,3.32,Low,0.0,0.0,4.15,30.0,57387.18,MINOR,0,,,DISRUPTION
VH-036,2024-11-07,148.52,57535.7,19.0,82.61,4.08,Medium,1.0,5.76,4.23,1.0,57387.18,MINOR,0,,,DISRUPTION
VH-036,2024-11-08,93.28,57628.99,17.26,93.32,4.94,Medium,1.0,6.03,6.78,2.0,57387.18,MINOR,0,,,DISRUPTION
VH-036,2024-11-09,152.93,57781.92,16.9,99.09,8.4,High,0.0,0.0,5.74,3.0,57387.18,MINOR,1,ENGINE,,DISRUPTION
VH-036,2024-11-10,116.15,57898.07,18.56,68.02,9.0,High,4.0,5.65,6.2,4.0,57387.18,MINOR,0,,,DISRUPTION
VH-036,2024-11-11,179.77,58077.84,16.23,90.5,8.5,High,1.0,5.07,6.62,5.0,57387.18,MINOR,0,,,DISRUPTION
VH-036,2024-11-12,169.32,58247.16,14.05,65.81,9.97,Extreme,0.0,0.0,7.19,6.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-13,144.25,58391.42,18.21,87.52,8.84,High,0.0,0.0,5.29,1.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-14,149.69,58541.11,17.38,73.64,6.44,Medium,1.0,7.26,5.74,2.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-15,170.93,58712.04,15.0,90.51,9.63,Extreme,1.0,2.63,5.39,3.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-16,170.08,58882.12,17.36,83.42,7.57,High,2.0,1.92,6.66,4.0,58247.16,EMERGENCY,1,ENGINE,,DISRUPTION
VH-036,2024-11-17,146.26,59028.38,20.22,100.0,10.0,Extreme,4.0,5.82,2.76,5.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-18,142.3,59170.69,18.41,93.7,4.53,Medium,0.0,0.0,5.29,6.0,58247.16,EMERGENCY,1,BRAKE,,DISRUPTION
VH-036,2024-11-19,135.41,59306.1,19.05,88.9,7.43,High,0.0,0.0,7.71,7.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-20,128.67,59434.77,16.71,99.5,10.0,Extreme,6.0,6.06,5.84,8.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-21,193.41,59628.18,19.3,68.72,5.56,Medium,4.0,6.66,5.41,9.0,58247.16,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-22,107.38,59735.56,18.9,86.71,9.59,Extreme,0.0,0.0,7.83,10.0,59735.56,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-23,141.09,59876.65,14.48,75.63,7.29,High,0.0,0.0,3.28,1.0,59735.56,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-24,146.58,60023.24,17.11,64.71,5.67,Medium,0.0,0.0,5.59,2.0,59735.56,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-25,146.68,60169.91,15.73,82.94,6.24,Medium,1.0,0.77,7.49,3.0,59735.56,EMERGENCY,0,,,DISRUPTION
VH-036,2024-11-26,183.0,60352.91,16.32,33.26,2.79,Low,1.0,3.16,5.25,4.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-11-27,240.73,60593.64,16.12,82.27,3.51,Medium,0.0,0.0,5.79,5.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-11-28,232.05,60825.68,14.82,69.41,6.3,Medium,3.0,5.72,5.46,6.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-11-29,124.95,60950.63,13.46,55.26,3.34,Medium,0.0,0.0,1.94,7.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-11-30,189.05,61139.67,18.24,100.0,1.37,Low,1.0,0.6,7.5,8.0,59735.56,EMERGENCY,1,BRAKE,,NORMAL
VH-036,2024-12-01,240.83,61380.5,11.32,64.61,3.96,Medium,1.0,0.92,2.33,9.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-02,242.47,61622.97,12.82,69.59,4.12,Medium,0.0,0.0,6.09,10.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-03,164.01,61786.99,14.38,63.49,9.61,Extreme,,0.0,7.37,11.0,59735.56,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-036,2024-12-04,202.47,61989.46,13.34,77.88,5.51,Medium,0.0,0.0,8.56,12.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-05,109.67,62099.13,17.34,69.61,4.82,Medium,,5.21,4.94,13.0,59735.56,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-036,2024-12-06,191.38,62290.51,16.72,42.9,2.88,Low,3.0,6.84,4.41,14.0,59735.56,EMERGENCY,1,ENGINE,,NORMAL
VH-036,2024-12-07,216.15,62506.66,16.43,51.36,6.54,Medium,2.0,7.57,6.95,15.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-08,220.59,62727.25,9.83,19.5,6.32,Medium,3.0,7.21,5.35,16.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-09,202.91,62930.17,17.58,83.64,0.37,Low,0.0,0.0,5.0,17.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-10,169.94,63100.11,13.8,78.74,3.64,Medium,2.0,4.99,3.88,18.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-11,223.47,63323.58,10.31,59.25,9.5,Extreme,0.0,0.0,6.84,19.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-12,182.84,63506.42,14.22,62.03,5.02,Medium,2.0,5.05,2.26,20.0,59735.56,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-036,2024-12-13,208.3,63714.72,16.83,64.33,3.96,Medium,0.0,0.0,9.2,21.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-14,227.22,63941.94,15.06,63.23,5.18,Medium,1.0,4.69,4.72,22.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-15,198.41,64140.35,17.71,78.52,2.7,Low,0.0,0.0,4.64,23.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-16,136.66,64277.01,13.65,80.91,2.77,Low,2.0,4.33,5.66,24.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-17,120.6,64397.6,12.98,,2.43,Low,0.0,0.0,6.26,25.0,59735.56,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-036,2024-12-18,215.06,64612.66,14.23,75.36,5.34,Medium,1.0,7.1,6.75,26.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-19,194.85,64807.51,12.66,74.88,6.5,Medium,1.0,2.35,4.67,27.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-20,203.2,65010.71,12.49,69.39,6.46,Medium,0.0,0.0,4.59,28.0,59735.56,EMERGENCY,0,,,NORMAL
VH-036,2024-12-21,143.22,65153.93,16.72,77.67,6.49,Medium,0.0,0.0,3.76,29.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-22,207.32,65361.25,14.71,53.57,2.73,Low,1.0,3.18,6.5,1.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-23,203.4,65564.65,6.87,68.85,6.93,High,1.0,5.37,5.32,2.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-24,218.14,65782.78,13.69,72.83,5.33,Medium,0.0,0.0,2.23,3.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-25,171.16,65953.95,13.93,76.46,4.02,Medium,2.0,7.52,6.4,4.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-26,192.05,66145.99,10.24,74.71,5.58,Medium,1.0,2.08,6.25,5.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-27,209.77,66355.77,14.8,55.43,3.28,Low,0.0,0.0,3.05,6.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-28,179.01,66534.78,10.74,49.66,5.34,Medium,0.0,0.0,5.4,7.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-29,186.47,66721.25,15.13,56.26,3.23,Low,3.0,7.27,6.43,8.0,65153.93,EMERGENCY,0,,,NORMAL
VH-036,2024-12-30,213.35,66934.6,12.09,43.46,4.79,Medium,0.0,0.0,8.09,9.0,65153.93,EMERGENCY,0,,,NORMAL
VH-037,2024-01-01,160.02,48088.02,15.61,74.96,4.17,Medium,1.0,5.19,5.23,16.0,45912.96,MAJOR,0,,,NORMAL
VH-037,2024-01-02,187.56,47792.11291121601,13.91,55.21,2.86,Low,0.0,0.0,3.92,17.0,48275.58,EMERGENCY,0,,INVALID_MILEAGE,NORMAL
VH-037,2024-01-03,146.2,48421.78,16.25,56.1,3.54,Medium,0.0,0.0,5.81,1.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-04,215.24,48637.02,14.06,73.55,6.32,Medium,0.0,0.0,7.66,2.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-05,160.3,48797.32,12.33,57.28,1.78,Low,2.0,5.61,7.31,3.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-06,219.43,49016.75,16.08,84.03,1.61,Low,1.0,2.35,6.69,4.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-07,171.28,49188.02,15.91,57.2,3.41,Medium,2.0,5.57,5.9,5.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-08,100.46,49288.49,,84.61,2.99,Low,0.0,0.0,3.02,6.0,48275.58,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-037,2024-01-09,143.43,49431.91,16.86,71.36,3.43,Medium,,6.33,5.76,7.0,48275.58,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-037,2024-01-10,157.87,49589.78,16.16,79.05,4.1,Medium,2.0,3.99,3.26,8.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-11,174.99,49764.77,19.13,36.97,8.75,High,3.0,5.06,5.4,9.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-12,208.06,49972.83,14.62,65.84,0.84,Low,1.0,5.51,5.08,10.0,48275.58,EMERGENCY,0,,,NORMAL
VH-037,2024-01-13,228.58,50201.41,16.19,,4.9,Medium,0.0,0.0,4.18,11.0,50201.41,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-037,2024-01-14,116.42,50317.83,15.13,49.81,4.56,Medium,1.0,4.0,6.5,1.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-15,187.65,50505.48,13.56,67.74,5.38,Medium,0.0,0.0,6.48,2.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-16,102.35,50607.83,14.26,54.84,5.58,Medium,0.0,0.0,4.66,3.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-17,124.69,50732.52,13.41,82.4,3.84,Medium,1.0,2.35,7.59,4.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-18,223.32,50955.84,16.72,,6.27,Medium,0.0,0.0,5.31,5.0,50201.41,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-037,2024-01-19,151.81,51107.65,16.87,100.0,8.01,High,2.0,6.28,5.7,6.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-20,140.5,51248.15,12.26,47.38,5.23,Medium,2.0,5.58,6.04,7.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-21,182.27,51430.42,16.27,46.03,4.49,Medium,3.0,2.5,7.34,8.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-22,188.84,51141.650411329465,15.76,80.68,4.35,Medium,2.0,4.18,3.28,9.0,50201.41,EMERGENCY,1,DRIVETRAIN,INVALID_MILEAGE,NORMAL
VH-037,2024-01-23,182.1,51801.37,19.03,59.4,5.53,Medium,4.0,7.0,4.16,10.0,50201.41,EMERGENCY,0,,,NORMAL
VH-037,2024-01-24,191.48,51992.85,16.88,72.81,6.5,Medium,0.0,0.0,5.21,11.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-01-25,297.37,52290.21,11.3,60.98,0.9,Low,0.0,0.0,4.46,1.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-01-26,199.16,52489.37,12.26,83.65,0.13,Low,1.0,3.09,2.65,2.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-01-27,225.58,52714.96,15.88,33.04,3.32,Low,0.0,0.0,5.11,3.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-01-28,216.53,52931.48,15.48,52.62,4.95,Medium,0.0,0.0,3.93,4.0,51992.85,EMERGENCY,0,,DUPLICATE_RECORD,NORMAL
VH-037,2024-01-29,171.31,53102.8,17.33,67.75,4.14,Medium,0.0,0.0,7.12,5.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-01-30,87.26,53190.06,13.82,76.53,1.75,Low,1.0,2.88,5.59,6.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-01-31,187.24,53377.3,13.03,65.23,6.09,Medium,1.0,2.71,7.63,7.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-01,220.56,53597.87,13.49,44.24,6.57,Medium,,6.11,4.37,8.0,51992.85,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-037,2024-02-02,176.77,53774.64,14.49,61.59,6.74,High,3.0,4.76,5.94,9.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-03,187.2,53961.84,21.11,88.05,5.5,Medium,1.0,4.39,6.41,10.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-04,188.56,54150.4,13.96,70.8,7.47,High,1.0,7.9,4.84,11.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-05,252.69,54403.09,12.1,34.37,5.86,Medium,2.0,7.19,5.57,12.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-06,238.68,54641.76,20.03,94.56,4.29,Medium,1.0,4.02,4.78,13.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-07,140.53,54782.29,11.99,80.1,3.53,Medium,2.0,7.54,4.59,14.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-08,149.6,54931.89,21.25,82.43,5.59,Medium,1.0,1.45,6.06,15.0,51992.85,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-037,2024-02-09,170.46,55102.35,13.52,78.97,3.11,Low,2.0,7.68,4.5,16.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-10,201.14,55303.48,11.36,61.89,5.7,Medium,0.0,0.0,5.23,17.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-11,148.75,55452.23,9.44,65.82,4.89,Medium,2.0,4.35,4.95,18.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-12,134.58,55586.81,18.31,81.78,5.21,Medium,1.0,3.95,3.72,19.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-13,219.58,55806.39,15.5,48.65,5.66,Medium,1.0,1.24,4.71,20.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-14,133.75,55940.14,17.43,74.86,1.79,Low,2.0,4.63,6.1,21.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-15,142.27,56082.41,10.96,57.92,3.74,Medium,1.0,4.04,4.06,22.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-16,180.71,56263.12,13.65,72.8,0.0,Low,0.0,0.0,4.6,23.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-17,166.49,56429.61,15.27,62.09,3.94,Medium,1.0,2.61,5.39,24.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-18,170.49,56600.1,12.69,77.81,7.14,High,3.0,3.73,8.4,25.0,51992.85,EMERGENCY,1,ENGINE,,NORMAL
VH-037,2024-02-19,203.28,56803.38,12.52,59.08,5.0,Medium,1.0,4.61,2.11,26.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-20,136.73,56940.11,17.36,70.76,8.33,High,0.0,0.0,4.57,27.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-21,183.77,57123.88,14.12,66.78,5.23,Medium,1.0,6.37,5.0,28.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-22,320.15,57444.03,15.69,67.93,2.0,Low,1.0,3.99,3.88,29.0,51992.85,EMERGENCY,0,,,NORMAL
VH-037,2024-02-23,162.57,57606.6,12.63,73.4,2.91,Low,0.0,0.0,6.26,30.0,57606.6,MINOR,0,,,NORMAL
VH-037,2024-02-24,147.24,57753.84,15.63,83.74,8.79,High,1.0,5.18,4.58,1.0,57606.6,MINOR,0,,,NORMAL
VH-037,2024-02-25,188.3,57942.14,15.99,74.75,3.99,Medium,0.0,0.0,5.97,2.0,57606.6,MINOR,0,,,NORMAL
VH-037,2024-02-26,217.38,58159.52,14.43,80.09,6.63,Medium,0.0,0.0,4.45,3.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-02-27,169.31,58328.83,18.76,47.34,5.73,Medium,0.0,0.0,5.43,1.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-02-28,195.28,58524.11,14.04,55.2,1.46,Low,1.0,4.89,6.27,2.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-02-29,240.83,58764.93,16.6,84.32,3.09,Low,0.0,0.0,3.12,3.0,58159.52,EMERGENCY,1,ENGINE,,NORMAL
VH-037,2024-03-01,174.82,58939.75,20.06,69.17,6.41,Medium,0.0,0.0,5.28,4.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-02,171.77,59111.53,15.53,59.1,4.54,Medium,0.0,0.0,4.88,5.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-03,211.79,59323.32,14.33,,7.25,High,0.0,0.0,5.89,6.0,58159.52,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-037,2024-03-04,171.48,59494.8,15.67,66.81,3.27,Low,2.0,5.43,4.56,7.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-05,158.64,59653.44,12.63,49.07,5.18,Medium,3.0,5.11,6.71,8.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-06,171.59,59825.03,10.82,65.82,4.02,Medium,0.0,0.0,5.13,9.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-07,180.64,60005.67,17.02,47.93,3.66,Medium,0.0,0.0,2.34,10.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-08,179.03,60184.71,18.69,66.6,1.84,Low,1.0,6.95,3.92,11.0,58159.52,EMERGENCY,1,BRAKE,,NORMAL
VH-037,2024-03-09,167.94,60352.65,,68.45,1.09,Low,1.0,6.51,5.11,12.0,58159.52,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-037,2024-03-10,158.01,60510.66,,64.53,6.02,Medium,1.0,5.24,5.63,13.0,58159.52,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-037,2024-03-11,224.68,60735.33,11.06,71.21,6.42,Medium,2.0,3.66,5.89,14.0,58159.52,EMERGENCY,0,,,NORMAL
VH-037,2024-03-12,251.08,60986.42,16.78,77.99,3.73,Medium,0.0,0.0,5.88,15.0,58159.52,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-037,2024-03-13,213.95,61200.37,,80.05,5.38,Medium,1.0,3.24,8.65,16.0,58159.52,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-037,2024-03-14,190.63,61391.0,14.9,94.0,7.81,High,1.0,7.47,4.9,17.0,58159.52,EMERGENCY,0,,,NORMAL
